2007-12-04 23:01:15 Notice: Notice (8): Undefined variable: form in [CORE/app/views/users/login.ctp, line 24]
2007-12-05 20:12:15 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:12:16 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:12:16 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:12:17 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:12:17 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:12:17 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:12:17 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:12:17 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:12:17 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:29:27 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:29:27 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:29:27 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:30:17 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:30:17 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:30:17 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:30:56 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 33]
2007-12-05 20:30:56 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 33]
2007-12-05 20:30:56 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 33]
2007-12-05 20:31:18 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 33]
2007-12-05 20:31:18 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 33]
2007-12-05 20:31:18 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 33]
2007-12-05 20:32:37 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:37 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:37 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:39 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:39 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:39 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:40 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:40 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:40 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:41 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:41 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:32:41 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:11 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:11 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:11 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:12 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:12 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:12 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:13 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:13 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:13 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:19 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:19 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:19 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:31 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:31 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:33:31 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 34]
2007-12-05 20:35:08 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:08 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:08 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:08 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:08 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:08 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:14 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:14 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:14 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:15 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:15 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:35:15 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:39:37 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/index.ctp, line 35]
2007-12-05 20:39:37 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/index.ctp, line 35]
2007-12-05 20:39:37 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 35]
2007-12-05 20:40:56 Notice: Notice (8): Undefined variable: user in [CORE/app/views/stories/index.ctp, line 35]
2007-12-05 20:40:56 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/index.ctp, line 35]
2007-12-05 20:46:27 Notice: Notice (8): Undefined index:  category1 in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:46:27 Notice: Notice (8): Undefined index:  submitter in [CORE/app/views/stories/view.ctp, line 32]
2007-12-05 20:46:27 Notice: Notice (8): Undefined index:  submitted in [CORE/app/views/stories/view.ctp, line 32]
2007-12-08 09:44:36 Notice: Notice (8): Undefined property:  Story::$getLastInsertId in [CORE/app/controllers/stories_controller.php, line 32]
2007-12-08 18:57:22 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 20:12:52 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 20:12:52 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 6]
2007-12-08 20:21:11 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 20:21:11 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 6]
2007-12-08 22:22:14 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 22:22:14 Notice: Notice (8): Undefined variable: data in [CORE/app/views/stories/view.ctp, line 27]
2007-12-08 22:22:42 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 22:23:28 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 22:26:47 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 22:31:00 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 22:45:52 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 22:55:28 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 22:56:41 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:02:10 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:04:40 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:22:35 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:51:58 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:52:50 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:55:27 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:55:27 Notice: Notice (8): Undefined variable: output in [CORE/app/views/helpers/tree.php, line 14]
2007-12-08 23:56:05 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:56:05 Notice: Notice (8): Undefined variable: output in [CORE/app/views/helpers/tree.php, line 14]
2007-12-08 23:58:37 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:59:45 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-08 23:59:57 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:00:33 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:00:45 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:01:27 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:02:26 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:04:15 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:08:30 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:08:30 Notice: Notice (8): Undefined variable: commentList in [CORE/app/views/stories/view.ctp, line 32]
2007-12-09 00:08:59 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:08:59 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 6]
2007-12-09 00:08:59 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:10:28 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:10:28 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 6]
2007-12-09 00:10:28 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:11:04 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:11:04 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 6]
2007-12-09 00:11:04 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:13:13 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:13:13 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 7]
2007-12-09 00:13:14 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:14:11 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:14:11 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 7]
2007-12-09 00:14:11 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:19:00 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:19:00 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 7]
2007-12-09 00:19:00 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:20:09 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:20:09 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 7]
2007-12-09 00:20:09 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:20:30 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:20:30 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 7]
2007-12-09 00:20:30 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:20:49 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:20:49 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 7]
2007-12-09 00:20:49 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:36:36 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:36:43 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:45:15 Notice: Notice (8): Undefined variable: stories in [CORE/app/views/stories/index.ctp, line 12]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 9]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 11]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 16]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 18]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 21]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 22]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  User in [CORE/app/views/elements/story.ctp, line 25]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 00:46:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 27]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 9]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 11]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 16]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 18]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 21]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 22]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  User in [CORE/app/views/elements/story.ctp, line 25]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 00:47:01 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 27]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 9]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 11]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 16]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 18]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 21]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 22]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  User in [CORE/app/views/elements/story.ctp, line 25]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 00:47:47 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 27]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 9]
